Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
What a boring Thursday	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
What a boring Sunday	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
What a boring Saturday	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
What a boring night	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
What a boring morning	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
What a boring Monday	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
What a boring Friday	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
What a boring day	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
What a boring afternoon	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
I'm super bored	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
Today has been boring	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
What a dull day	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
So bored	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
My day's been so boring	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
My day has been so dull	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
Mondays are so boring	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
Jeez I am so bored	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
I've never been so bored in my life	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
I've never been so bored	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
I've been feeling pretty bored	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
I've been bored all day	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
It's just been a bit of a dull day	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
It's been an awfully boring day	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
It's been a dull ass day	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
Today has been dull	Yup, boredom happens sometimes.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	101
I'm absolutely ecstatic	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm happy af	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m having a lovely day	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m having a wonderful day	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m in such a great mood	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m on cloud nine	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m over the moon	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m overjoyed	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m the happiest guy on earth	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m walking on sunshine	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’ve never been happier	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m happy as a clam	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm absolutely buzzing	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m feeling so chipper	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm absolutely overjoyed	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm all smiles	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm bursting with happiness	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm bursting with joy	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm buzzing	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm chuffed	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm euphoric	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm feeling cheery	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm feeling chipper	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
Best day ever	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm a happy camper	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I couldn’t be happier	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I am a ball of joy	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I am a happy camper	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I am a jolly green giant	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I am a jolly person	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I am happy	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I am happy, oh so happy	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I am joyous	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I am so jolly	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I can’t stop smiling	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I can't help but be happy	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m having a good day	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I can't stop smiling	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm happy as a clam	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I feel amazing	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I feel elated	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I feel fantastic	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I feel like I'm floating on air	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I feel so great	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I love my life	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m a happy camper	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m absolutely delighted	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m feeling cheerful	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I’m feeling giddy	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I can't help but be joyful	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
My spirits are excellent	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm feeling peachy	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm the happiest girl in the world	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm the happiest girl on earth	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm the happiest guy in the world	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm the happiest man in the world	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm tickled pink	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
It's hard not to be happy	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I've never been happier	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
Life is amazing	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
Life is awesome	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm the happiest gal in the world	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
Life is good	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm the happiest boy in the world	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
Oh happy day	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
Today is the best	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
We couldn’t be happier	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
What a fantastic day	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
What a glorious day	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
what a great day	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
What a happy day	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
What a joyous day	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
What an amazing day	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
What can I say? I'm just happy	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
Life is beautiful	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm on cloud 9	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm having a great day	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm in a great mood	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm in good spirits	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm in such a good mood	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm joyous	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm just a cheerful gal	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm just a cheerful girl	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm just a cheerful kind of guy	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm just a cheerful person	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm just a cheery person	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm the happiest gal on earth	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm living the dream	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
You've never met anyone more joyful than me	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm on cloud nine	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm on top of the world	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm one happy camper	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm over the moon	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm positively buzzing	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm positively ecstatic	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm positively overjoyed	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm so gosh darn happy	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm so happy	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm so happy I could just die	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I'm just thrilled	I'm doing my happy dance!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	102
I have returned	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
And we're back	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Bot I'm here	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Bro I'm here	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Girl I am back	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Here I am	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Here I am dude	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Hey dude, I'm back	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Hey I'm back	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
I am here	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
I am present	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
And now I'm back	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
I have arrived	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Your girl is back	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
I'm back	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
I'm back on the computer	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
I'm here in the flesh	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Sup I'm back	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Tada! Here I am!	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Tada! I'm back	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Tada! I'm here	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Yo I'm back	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
You better believe I'm here	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
Your boy is back	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
I am present and accounted for	Howdy!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	103
I require sustenance	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
Hangry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I feel peckish	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I have hunger	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I have the munchies	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I need food in my belly	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I feel a little peckish	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I need sustenance	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I could eat a horse	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I want a snack	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I want food	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I want noms	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I want some food	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I want to eat	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'd love some food	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I need noms	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I am so hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
Hunger	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
Hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I am a little hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I am famished	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I am feeling peckish	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I feel hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I am hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm craving a snack	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I am so hungry I could eat a horse	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I am starving	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I am super hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I am very hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I could eat	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I could eat a bear	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I am hangry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
My tummy is rumbling	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm very hunger	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I've got the munchies	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
Me hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
Me want food	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
My stomach is growling	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm a bit peckish	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
My tummy is growling	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm starving	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
Need food	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
Need food now	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
Need noms	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
Nom	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
Nom nom nom	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
Want food now	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
My stomach is rumbling	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
So hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm craving food	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm famished	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm feeling a little hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm feeling hangry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm feeling hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm super hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm hangry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm starving to death	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm hungry af	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm peckish	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm so hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm so hungry I could eat a bear	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm so hungry I could eat a horse	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm a little hungry	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I'm feeling peckish	Maybe it's time for a snack.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	104
I am on a boat	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am engaged	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am lazy	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am liberal	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am married	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Mexican	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am middle-aged	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Latina	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am old	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Korean	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am on a business trip	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am on the road	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am overweight	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am pregnant	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am religious	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Russian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am self-employed	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Native American	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am in Seattle	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I'm a child	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am Ethiopian	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
I am fat	Gotcha.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	105
